"dataset","freq","freq_label","unit","unit_label","hazard","hazard_label","wst_oper","wst_oper_label","waste","waste_label","geo","geo_label","time","time_label","value"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RO","Romania","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RO","Romania","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2012","2012","18"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2014","2014","12"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SI","Slovenia","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2010","2010","150"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2012","2012","81"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2014","2014","797"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2018","2018","517"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SK","Slovakia","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2010","2010","7972"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2012","2012","3945"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2014","2014","3739"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2016","2016","646"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2018","2018","601"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2020","2020","559"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","FI","Finland","2022","2022","932"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SE","Sweden","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SE","Sweden","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SE","Sweden","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SE","Sweden","2016","2016","19799"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SE","Sweden","2018","2018","4119"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","SE","Sweden","2020","2020","598"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","IS","Iceland","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2014","2014","7638"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2016","2016","7055"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2018","2018","6772"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2020","2020","3753"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","NO","Norway","2022","2022","2783"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","UK","United Kingdom","2010","2010","57"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","UK","United Kingdom","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","UK","United Kingdom","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","UK","United Kingdom","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","UK","United Kingdom","2018","2018","5081"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","BA","Bosnia and Herzegovina","2022","2022","1"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","ME","Montenegro","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","ME","Montenegro","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","ME","Montenegro","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","ME","Montenegro","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","ME","Montenegro","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","ME","Montenegro","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","MK","North Macedonia","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","MK","North Macedonia","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","MK","North Macedonia","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","MK","North Macedonia","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","MK","North Macedonia","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","MK","North Macedonia","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","AL","Albania","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","RS","Serbia","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","TR","Türkiye","2010","2010","2"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","TR","Türkiye","2012","2012","91"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","TR","Türkiye","2018","2018","491"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","TR","Türkiye","2022","2022","978"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","XK","Kosovo*","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","XK","Kosovo*","2020","2020","5"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_I","Disposal - incineration (D10)","W121","Mineral waste from construction and demolition","XK","Kosovo*","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2010","2010","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2012","2012","200000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2014","2014","40000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2016","2016","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2018","2018","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU27_2020","European Union - 27 countries (from 2020)","2022","2022","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU28","European Union - 28 countries (2013-2020)","2010","2010","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU28","European Union - 28 countries (2013-2020)","2012","2012","200000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU28","European Union - 28 countries (2013-2020)","2014","2014","40000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU28","European Union - 28 countries (2013-2020)","2016","2016","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EU28","European Union - 28 countries (2013-2020)","2018","2018","10000"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BE","Belgium","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2010","2010","17"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2018","2018","6"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","BG","Bulgaria","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2012","2012","466"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2018","2018","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","CZ","Czechia","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2014","2014","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2016","2016","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2018","2018","81"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2020","2020","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DK","Denmark","2022","2022","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DE","Germany","2010","2010","4792"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DE","Germany","2012","2012","4015"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DE","Germany","2014","2014","28825"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DE","Germany","2016","2016","6611"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DE","Germany","2020","2020","2242"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","DE","Germany","2022","2022","5263"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EE","Estonia","2010","2010","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EE","Estonia","2012","2012","0"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_OTH","Disposal - other (D2-D4, D6-D7)","W121","Mineral waste from construction and demolition","EE","Estonia","2014","2014","0"
