"dataset","freq","freq_label","unit","unit_label","hazard","hazard_label","wst_oper","wst_oper_label","waste","waste_label","geo","geo_label","time","time_label","value"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","EL","Greece","2022","2022","7886"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2010","2010","4080483"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2012","2012","4354862"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2014","2014","2163749"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2016","2016","1940847"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2018","2018","3676074"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2020","2020","3940040"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","ES","Spain","2022","2022","3672990"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2010","2010","21925886"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2012","2012","20840715"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2014","2014","17991274"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2016","2016","19080523"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2018","2018","19399146"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2020","2020","10122465"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","FR","France","2022","2022","11580546"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2010","2010","40333"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2012","2012","121345"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2014","2014","86801"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2016","2016","105982"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2018","2018","68257"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2020","2020","46954"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HR","Croatia","2022","2022","57445"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2010","2010","1009838"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2012","2012","919878"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2014","2014","1049201"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2016","2016","759434"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2018","2018","732347"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2020","2020","915469"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","IT","Italy","2022","2022","746554"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2010","2010","159770"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2012","2012","54801"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2014","2014","68949"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2016","2016","80271"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2018","2018","79159"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2020","2020","53830"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","CY","Cyprus","2022","2022","17718"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2010","2010","13441"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2012","2012","6708"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2014","2014","9588"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2016","2016","2616"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2018","2018","13841"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2020","2020","3041"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LV","Latvia","2022","2022","27382"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2010","2010","86034"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2012","2012","52591"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2014","2014","44989"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2016","2016","25637"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2018","2018","9594"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2020","2020","15243"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LT","Lithuania","2022","2022","18246"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2010","2010","10749"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2012","2012","7012"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2014","2014","8494"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2016","2016","1649"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2018","2018","7594"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2020","2020","5713"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","LU","Luxembourg","2022","2022","6306"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2010","2010","939070"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2012","2012","490560"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2014","2014","331568"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2016","2016","36984"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2018","2018","39644"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2020","2020","71609"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","HU","Hungary","2022","2022","59053"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2010","2010","636638"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2012","2012","1536"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2014","2014","1325"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2016","2016","260"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2018","2018","167"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2020","2020","12"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","MT","Malta","2022","2022","4"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2010","2010","49286"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2012","2012","54761"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2014","2014","37653"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2016","2016","37319"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2018","2018","23685"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2020","2020","19545"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","NL","Netherlands","2022","2022","120816"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2010","2010","487481"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2012","2012","499809"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2014","2014","576123"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2016","2016","1237573"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2018","2018","1094654"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2020","2020","952676"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","AT","Austria","2022","2022","1052528"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2010","2010","235273"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2012","2012","233231"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2014","2014","214012"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2016","2016","335748"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2018","2018","704794"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2020","2020","1264984"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PL","Poland","2022","2022","869912"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2010","2010","223059"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2012","2012","92903"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2014","2014","26808"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2016","2016","29169"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2018","2018","68901"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2020","2020","60642"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","PT","Portugal","2022","2022","41779"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2010","2010","465840"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2012","2012","257745"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2014","2014","233313"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2016","2016","173635"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2018","2018","151477"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2020","2020","118902"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","RO","Romania","2022","2022","140338"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2010","2010","41012"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2012","2012","23144"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2014","2014","12611"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2016","2016","13682"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2018","2018","15905"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2020","2020","28310"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SI","Slovenia","2022","2022","35199"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SK","Slovakia","2010","2010","273336"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SK","Slovakia","2012","2012","266774"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SK","Slovakia","2014","2014","203826"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SK","Slovakia","2016","2016","191660"
"env_wastrt_W121_total","A","Annual","T","Tonne","HAZ_NHAZ","Hazardous and non-hazardous - total","DSP_L_OTH","Disposal - landfill and other (D1-D7, D12)","W121","Mineral waste from construction and demolition","SK","Slovakia","2018","2018","175449"
